Id,Label,Node_value,Node_cluster,Node_cluster_len,Node_lineage,Node_lineage_raw,Node_lineage2
1078847,1078847-B.1.617.2,100,616,2184,B.1.617.2,B.1.617.2,Delta
1081237,1081237-AY.4,100,781,1283,AY.4,AY.4,Delta
1082250,1082250-AY.127,100,923,1120,AY.127,AY.127,Delta
1082299,1082299-AY.127,1000,923,1120,AY.127,AY.127,Delta
1082951,1082951-AY.43,100,656,1435,AY.43,AY.43,Delta
1085770,1085770-AY.4,100,622,1480,AY.4,AY.4,Delta
1086282,1086282-AY.4.2.3,100,919,1126,AY.4.2.3,AY.4.2.3,Delta
1088562,1088562-AY.46,100,631,1469,AY.46,AY.46,Delta
1093961,1093961-AY.103,1000,722,1342,AY.103,AY.103,Delta
1104651,1104651-AY.20,100,93,11109,AY.20,AY.20,Delta
1105565,1105565-AY.98.1,100,172,4429,AY.98.1,AY.98.1,Delta
1124695,1124695-AY.127,1000,609,3460,AY.127,AY.127,Delta
1128174,1128174-AY.4,100,783,1282,AY.4,AY.4,Delta
1133741,1133741-AY.44,1000,816,1249,AY.44,AY.44,Delta
1134592,1134592-AY.4,1000,781,1283,AY.4,AY.4,Delta
1143222,1143222-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
1143556,1143556-AY.4,1000,606,1499,AY.4,AY.4,Delta
1150537,1150537-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
1151265,1151265-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
1158935,1158935-AY.43,1000,656,1435,AY.43,AY.43,Delta
1161841,1161841-AY.4,100,648,1443,AY.4,AY.4,Delta
1164306,1164306-B.1.617.2,1000,924,1119,B.1.617.2,B.1.617.2,Delta
1170869,1170869-BA.1,100,390,1832,BA.1,BA.1,BA.1
1183241,1183241-AY.4,1000,622,1480,AY.4,AY.4,Delta
1187820,1187820-AY.122,100,639,1459,AY.122,AY.122,Delta
1197310,1197310-BA.1,100,707,1369,BA.1,BA.1,BA.1
1200673,1200673-AY.122,1000,639,1459,AY.122,AY.122,Delta
1201346,1201346-AY.4,100,648,1443,AY.4,AY.4,Delta
1219082,1219082-BA.1,100,351,3635,BA.1,BA.1,BA.1
1232185,1232185-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
1235588,1235588-AY.4.2.3,1000,919,1126,AY.4.2.3,AY.4.2.3,Delta
1247185,1247185-AY.127,100,923,1120,AY.127,AY.127,Delta
1249375,1249375-AY.4.2.3,100,919,1126,AY.4.2.3,AY.4.2.3,Delta
1256641,1256641-AY.44,100,816,1249,AY.44,AY.44,Delta
1270768,1270768-BA.1.21,100,351,3635,BA.1.21,BA.1.21,BA.1
1280713,1280713-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
1294915,1294915-BA.1.15,1000,289,2659,BA.1.15,BA.1.15,BA.1
1295004,1295004-AY.118,100,658,1434,AY.118,AY.118,Delta
1333458,1333458-AY.4,1000,648,1443,AY.4,AY.4,Delta
1345400,1345400-AY.126,100,435,2597,AY.126,AY.126,Delta
1376175,1376175-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
1377026,1377026-AY.134,1000,646,1447,AY.134,AY.134,Delta
1392159,1392159-BA.1,100,351,3635,BA.1,BA.1,BA.1
1393772,1393772-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
1408912,1408912-BA.1,1000,475,1689,BA.1,BA.1,BA.1
1408926,1408926-BA.1.17,1000,183,5242,BA.1.17,BA.1.17,BA.1
1408927,1408927-BA.1.18,1000,79,4876,BA.1.18,BA.1.18,BA.1
1422765,1422765-BA.1,1000,15,25492,BA.1,BA.1,BA.1
1428002,1428002-BA.1,100,351,3635,BA.1,BA.1,BA.1
1428056,1428056-BA.1.17,100,351,3635,BA.1.17,BA.1.17,BA.1
1433645,1433645-AY.29.2,100,823,1235,AY.29.2,AY.29.2,Delta
1437464,1437464-BA.1,100,504,2290,BA.1,BA.1,BA.1
1446125,1446125-BA.1,100,573,1534,BA.1,BA.1,BA.1
1446126,1446126-BA.1.19,100,573,1534,BA.1.19,BA.1.19,BA.1
1446230,1446230-BA.1,100,312,2033,BA.1,BA.1,BA.1
1446232,1446232-BA.1,100,504,2290,BA.1,BA.1,BA.1
1446310,1446310-BA.1.21,1000,600,1507,BA.1.21,BA.1.21,BA.1
1447124,1447124-B.1.1.529,100,707,1369,B.1.1.529,B.1.1.529,BA.1
1454569,1454569-BA.1.19,100,573,1534,BA.1.19,BA.1.19,BA.1
1454707,1454707-BA.1,1000,26,10366,BA.1,BA.1,BA.1
1454713,1454713-BA.1.17.2,1000,140,4295,BA.1.17.2,BA.1.17.2,BA.1
1462219,1462219-BA.1,1000,573,1534,BA.1,BA.1,BA.1
1462372,1462372-BA.1,100,504,2290,BA.1,BA.1,BA.1
1462387,1462387-BA.1,1000,578,2103,BA.1,BA.1,BA.1
1462399,1462399-BA.1,100,183,5242,BA.1,BA.1,BA.1
1469573,1469573-BA.1.1,100,351,3635,BA.1.1,BA.1.1,BA.1
1469611,1469611-BA.1,1000,411,2565,BA.1,BA.1,BA.1
1469624,1469624-BA.1.1,1000,344,3721,BA.1.1,BA.1.1,BA.1
1475644,1475644-BA.1.18,100,349,1922,BA.1.18,BA.1.18,BA.1
1475648,1475648-BA.1.1,1000,2,49509,BA.1.1,BA.1.1,BA.1
1488174,1488174-BA.1,100,390,1832,BA.1,BA.1,BA.1
1491417,1491417-BA.1,1000,312,2033,BA.1,BA.1,BA.1
1491451,1491451-BA.1.1,100,696,1384,BA.1.1,BA.1.1,BA.1
1491484,1491484-BA.1.14,1000,724,1999,BA.1.14,BA.1.14,BA.1
1499405,1499405-BA.1.1,100,746,1320,BA.1.1,BA.1.1,BA.1
1499407,1499407-BA.1,100,877,1176,BA.1,BA.1,BA.1
1499411,1499411-BA.1.1,100,324,2755,BA.1.1,BA.1.1,BA.1
1506871,1506871-BA.1.17.2,100,351,3635,BA.1.17.2,BA.1.17.2,BA.1
1506877,1506877-BA.1.1,100,504,2290,BA.1.1,BA.1.1,BA.1
1506940,1506940-BA.1.15,1000,8,22073,BA.1.15,BA.1.15,BA.1
1506949,1506949-BA.2,100,792,1273,BA.2,BA.2,BA.2
1512096,1512096-BA.1.1,100,573,1534,BA.1.1,BA.1.1,BA.1
1512203,1512203-BA.1.1.14,1000,187,3231,BA.1.1.14,BA.1.1.14,BA.1
1512204,1512204-BA.1.1,1000,447,1726,BA.1.1,BA.1.1,BA.1
1512207,1512207-BA.2,100,792,1273,BA.2,BA.2,BA.2
1519985,1519985-BA.1,100,312,2033,BA.1,BA.1,BA.1
1519987,1519987-BA.1.1,100,351,3635,BA.1.1,BA.1.1,BA.1
1520002,1520002-BA.1.1,1000,246,2870,BA.1.1,BA.1.1,BA.1
1525378,1525378-BA.1.1,1000,570,1543,BA.1.1,BA.1.1,BA.1
1525398,1525398-BA.2,100,792,1273,BA.2,BA.2,BA.2
1544354,1544354-BA.1.17,100,332,1974,BA.1.17,BA.1.17,BA.1
1544442,1544442-BA.1,1000,878,1173,BA.1,BA.1,BA.1
1544451,1544451-BA.1.18,100,877,1176,BA.1.18,BA.1.18,BA.1
1544456,1544456-BA.1.1,1000,328,2000,BA.1.1,BA.1.1,BA.1
1544510,1544510-BA.1,1000,231,2379,BA.1,BA.1,BA.1
1544566,1544566-BA.1.1,1000,59,8976,BA.1.1,BA.1.1,BA.1
1544570,1544570-BA.2,100,792,1273,BA.2,BA.2,BA.2
1555036,1555036-BA.1.17.2,100,351,3635,BA.1.17.2,BA.1.17.2,BA.1
1555056,1555056-BA.1,100,636,3505,BA.1,BA.1,BA.1
1555104,1555104-BA.2,100,792,1273,BA.2,BA.2,BA.2
1564271,1564271-BA.1.1,100,344,3721,BA.1.1,BA.1.1,BA.1
1564323,1564323-BA.1.20,1000,86,4669,BA.1.20,BA.1.20,BA.1
1564324,1564324-BA.1,1000,636,3505,BA.1,BA.1,BA.1
1564325,1564325-BA.1.1.1,1000,31,9116,BA.1.1.1,BA.1.1.1,BA.1
1564349,1564349-BA.1.18,1000,0,54453,BA.1.18,BA.1.18,BA.1
1564373,1564373-BA.2.5,1000,143,4783,BA.2.5,BA.2.5,BA.2
1564374,1564374-BA.2.5,100,143,4783,BA.2.5,BA.2.5,BA.2
1572225,1572225-BA.1,100,613,1492,BA.1,BA.1,BA.1
1573183,1573183-BA.1.1,100,327,2754,BA.1.1,BA.1.1,BA.1
1573313,1573313-BA.1,100,636,3505,BA.1,BA.1,BA.1
1573332,1573332-BA.1.18,1000,349,1922,BA.1.18,BA.1.18,BA.1
1573378,1573378-BA.2,1000,218,6425,BA.2,BA.2,BA.2
1581294,1581294-BA.1.17,1000,209,3442,BA.1.17,BA.1.17,BA.1
1581317,1581317-BA.1.17.2,1000,17,14953,BA.1.17.2,BA.1.17.2,BA.1
1581318,1581318-BA.1.1,1000,76,4769,BA.1.1,BA.1.1,BA.1
1581329,1581329-BA.1.1,100,324,2755,BA.1.1,BA.1.1,BA.1
1581333,1581333-BA.1.15.1,1000,124,4722,BA.1.15.1,BA.1.15.1,BA.1
1581347,1581347-BA.2,1000,792,1273,BA.2,BA.2,BA.2
1581349,1581349-BA.2,100,792,1273,BA.2,BA.2,BA.2
1581351,1581351-BA.2,100,218,6425,BA.2,BA.2,BA.2
1581352,1581352-BA.2,1000,587,1518,BA.2,BA.2,BA.2
1587770,1587770-BA.1.15,1000,128,3377,BA.1.15,BA.1.15,BA.1
1593888,1593888-BA.1,100,636,3505,BA.1,BA.1,BA.1
1593889,1593889-BA.1,100,614,1490,BA.1,BA.1,BA.1
1593914,1593914-BA.1,1000,614,1490,BA.1,BA.1,BA.1
1593928,1593928-BA.1,1000,10,13164,BA.1,BA.1,BA.1
1594003,1594003-BA.2,1000,5,36855,BA.2,BA.2,BA.2
1606382,1606382-BA.1.1,100,637,1461,BA.1.1,BA.1.1,BA.1
1606583,1606583-BA.1.1,1000,120,5175,BA.1.1,BA.1.1,BA.1
1606585,1606585-BA.1.1,100,324,2755,BA.1.1,BA.1.1,BA.1
1606632,1606632-BA.1.1,100,344,3721,BA.1.1,BA.1.1,BA.1
1606674,1606674-BA.1.1,1000,117,3822,BA.1.1,BA.1.1,BA.1
1606676,1606676-BA.1.16,1000,862,1195,BA.1.16,BA.1.16,BA.1
1606727,1606727-BA.2.2.1,1000,74,6304,BA.2.2.1,BA.2.2.1,BA.2
1606730,1606730-BA.1.17.2,1000,464,1703,BA.1.17.2,BA.1.17.2,BA.1
1606760,1606760-BA.1.15,1000,506,1643,BA.1.15,BA.1.15,BA.1
1606761,1606761-BA.1.17.2,1000,739,1326,BA.1.17.2,BA.1.17.2,BA.1
1616376,1616376-BA.1.18,1000,877,1176,BA.1.18,BA.1.18,BA.1
1616494,1616494-BA.1.17.2,100,351,3635,BA.1.17.2,BA.1.17.2,BA.1
1616527,1616527-BA.1.1,1000,813,1252,BA.1.1,BA.1.1,BA.1
1616575,1616575-BA.1.1.2,1000,14,15477,BA.1.1.2,BA.1.1.2,BA.1
1616578,1616578-BA.1.1,1000,822,1237,BA.1.1,BA.1.1,BA.1
1616636,1616636-BA.2,100,803,1262,BA.2,BA.2,BA.2
1624745,1624745-BA.1.1,100,613,1492,BA.1.1,BA.1.1,BA.1
1624997,1624997-BA.1,1000,613,1492,BA.1,BA.1,BA.1
1624998,1624998-BA.1.1,1000,256,4400,BA.1.1,BA.1.1,BA.1
1625001,1625001-BA.1.1,100,637,1461,BA.1.1,BA.1.1,BA.1
1625138,1625138-BA.1.1,1000,324,2755,BA.1.1,BA.1.1,BA.1
1625139,1625139-BA.1.1,1000,746,1320,BA.1.1,BA.1.1,BA.1
1625185,1625185-BA.1.1,1000,784,1280,BA.1.1,BA.1.1,BA.1
1625186,1625186-BA.1.1,1000,311,2034,BA.1.1,BA.1.1,BA.1
1625242,1625242-BA.1.1.18,1000,33,8289,BA.1.1.18,BA.1.1.18,BA.1
1625278,1625278-BA.1.1,1000,190,2646,BA.1.1,BA.1.1,BA.1
1625279,1625279-BA.1.15,1000,633,1466,BA.1.15,BA.1.15,BA.1
1625280,1625280-BA.1.18,1000,296,2078,BA.1.18,BA.1.18,BA.1
1625324,1625324-BA.2,100,143,4783,BA.2,BA.2,BA.2
1625325,1625325-BA.2,100,143,4783,BA.2,BA.2,BA.2
1625326,1625326-BA.2.10,100,143,4783,BA.2.10,BA.2.10,BA.2
1631884,1631884-BA.1.1,100,613,1492,BA.1.1,BA.1.1,BA.1
1632299,1632299-BA.1.1,100,504,2290,BA.1.1,BA.1.1,BA.1
1632330,1632330-BA.1.1,100,532,1600,BA.1.1,BA.1.1,BA.1
1632393,1632393-BA.1.1.18,1000,696,1384,BA.1.1.18,BA.1.1.18,BA.1
1632487,1632487-BA.1.17.2,100,891,1155,BA.1.17.2,BA.1.17.2,BA.1
1632510,1632510-BA.1.17.2,1000,891,1155,BA.1.17.2,BA.1.17.2,BA.1
1633117,1633117-B.1.1.529,1000,707,1369,B.1.1.529,B.1.1.529,BA.1
1639228,1639228-BA.1.1,1000,770,1299,BA.1.1,BA.1.1,BA.1
1639230,1639230-BA.1.1,1000,532,1600,BA.1.1,BA.1.1,BA.1
1639310,1639310-BA.1.1,1000,777,1287,BA.1.1,BA.1.1,BA.1
1639374,1639374-BA.2,100,143,4783,BA.2,BA.2,BA.2
1644136,1644136-BA.1,1000,428,1760,BA.1,BA.1,BA.1
1644185,1644185-BA.1.1,1000,731,1332,BA.1.1,BA.1.1,BA.1
1644287,1644287-BA.2,100,402,1819,BA.2,BA.2,BA.2
1644291,1644291-BA.2.10,1000,40,10480,BA.2.10,BA.2.10,BA.2
1648231,1648231-BA.1.1,1000,504,2290,BA.1.1,BA.1.1,BA.1
1648377,1648377-BA.1.1.15,100,282,2135,BA.1.1.15,BA.1.1.15,BA.1
1648434,1648434-BA.2,1000,71,6759,BA.2,BA.2,BA.2
1648435,1648435-BA.2,1000,20,16511,BA.2,BA.2,BA.2
1648436,1648436-BA.2.9,1000,100,6315,BA.2.9,BA.2.9,BA.2
1654671,1654671-BA.1,100,390,1832,BA.1,BA.1,BA.1
1656230,1656230-BA.1.1,100,327,2754,BA.1.1,BA.1.1,BA.1
1656574,1656574-BA.1.17.2,100,351,3635,BA.1.17.2,BA.1.17.2,BA.1
1656717,1656717-BA.1.1,1000,624,1479,BA.1.1,BA.1.1,BA.1
1657063,1657063-BA.2,100,254,2248,BA.2,BA.2,BA.2
1657071,1657071-BA.2,100,218,6425,BA.2,BA.2,BA.2
1657073,1657073-BA.2.9,1000,552,2359,BA.2.9,BA.2.9,BA.2
1657074,1657074-BA.2,1000,136,3971,BA.2,BA.2,BA.2
1664100,1664100-BA.1.1,1000,892,1154,BA.1.1,BA.1.1,BA.1
1664224,1664224-BA.1,1000,589,1515,BA.1,BA.1,BA.1
1664371,1664371-BA.1.1,1000,906,1140,BA.1.1,BA.1.1,BA.1
1664524,1664524-BA.1.15,100,15,25492,BA.1.15,BA.1.15,BA.1
1664716,1664716-BA.1.1,1000,828,1232,BA.1.1,BA.1.1,BA.1
1665076,1665076-BA.1.1.15,1000,282,2135,BA.1.1.15,BA.1.1.15,BA.1
1665211,1665211-BA.2,1000,416,1786,BA.2,BA.2,BA.2
1665217,1665217-BA.2.9,100,719,1350,BA.2.9,BA.2.9,BA.2
1670825,1670825-BA.1.15,1000,332,1974,BA.1.15,BA.1.15,BA.1
1670827,1670827-BA.1.1,1000,327,2754,BA.1.1,BA.1.1,BA.1
1670851,1670851-BA.1.1,100,637,1461,BA.1.1,BA.1.1,BA.1
1670885,1670885-BA.1.1,100,613,1492,BA.1.1,BA.1.1,BA.1
1671934,1671934-BA.2,1000,305,2055,BA.2,BA.2,BA.2
1676718,1676718-BA.1.1,1000,840,1223,BA.1.1,BA.1.1,BA.1
1676878,1676878-BA.1.15,100,351,3635,BA.1.15,BA.1.15,BA.1
1676979,1676979-BA.1.1.18,100,696,1384,BA.1.1.18,BA.1.1.18,BA.1
1677884,1677884-BA.2.9,1000,221,3109,BA.2.9,BA.2.9,BA.2
1677885,1677885-BA.2,100,143,4783,BA.2,BA.2,BA.2
1677888,1677888-BA.2,1000,13,23767,BA.2,BA.2,BA.2
1683566,1683566-BA.2.5,1000,1,85576,BA.2.5,BA.2.5,BA.2
1685334,1685334-AY.29.2,1000,823,1235,AY.29.2,AY.29.2,Delta
1690724,1690724-BA.2,1000,821,1242,BA.2,BA.2,BA.2
1690737,1690737-BA.2.3,1000,21,22203,BA.2.3,BA.2.3,BA.2
1697012,1697012-BA.1.1.13,1000,804,1260,BA.1.1.13,BA.1.1.13,BA.1
1697339,1697339-BC.1,1000,316,2025,BC.1,BC.1,BC.1
1698041,1698041-BA.2,1000,254,2248,BA.2,BA.2,BA.2
1698147,1698147-BA.2,1000,400,1820,BA.2,BA.2,BA.2
1698151,1698151-BA.2.9,100,719,1350,BA.2.9,BA.2.9,BA.2
1698157,1698157-BA.2,1000,287,3945,BA.2,BA.2,BA.2
1698175,1698175-BA.2.9,1000,30,10252,BA.2.9,BA.2.9,BA.2
1702905,1702905-BA.1,100,728,1334,BA.1,BA.1,BA.1
1702977,1702977-BA.1.1,1000,660,1433,BA.1.1,BA.1.1,BA.1
1703874,1703874-BA.2,1000,334,1968,BA.2,BA.2,BA.2
1703954,1703954-BA.2.9,1000,94,3865,BA.2.9,BA.2.9,BA.2
1707544,1707544-BA.1.1,100,822,1237,BA.1.1,BA.1.1,BA.1
1709525,1709525-BA.2,1000,272,2169,BA.2,BA.2,BA.2
1712158,1712158-BA.1,100,390,1832,BA.1,BA.1,BA.1
1714396,1714396-BA.2.10.1,100,40,10480,BA.2.10.1,BA.2.10.1,BA.2
1716767,1716767-BA.2.10,100,218,6425,BA.2.10,BA.2.10,BA.2
1716769,1716769-BA.2.10,100,211,2866,BA.2.10,BA.2.10,BA.2
1716773,1716773-BA.2.3,1000,279,2145,BA.2.3,BA.2.3,BA.2
1716778,1716778-BA.2,1000,689,1392,BA.2,BA.2,BA.2
1718442,1718442-BA.2.9,1000,224,2913,BA.2.9,BA.2.9,BA.2
1726566,1726566-BA.1.1,1000,728,1334,BA.1.1,BA.1.1,BA.1
1727112,1727112-BA.1.17.2,100,351,3635,BA.1.17.2,BA.1.17.2,BA.1
1729227,1729227-BA.2.9,100,719,1350,BA.2.9,BA.2.9,BA.2
1729251,1729251-BA.2.3,1000,752,1313,BA.2.3,BA.2.3,BA.2
1729257,1729257-BA.2.9,1000,670,1423,BA.2.9,BA.2.9,BA.2
1735330,1735330-BA.2,100,352,1917,BA.2,BA.2,BA.2
1735375,1735375-BA.2,1000,352,1917,BA.2,BA.2,BA.2
1735411,1735411-BA.2.37,100,829,1232,BA.2.37,BA.2.37,BA.2
1741051,1741051-BA.2,1000,856,1200,BA.2,BA.2,BA.2
1741080,1741080-BA.2.10.1,100,711,2291,BA.2.10.1,BA.2.10.1,BA.2
1746933,1746933-BA.2,100,719,1350,BA.2,BA.2,BA.2
1746992,1746992-BA.2,1000,211,2866,BA.2,BA.2,BA.2
1747024,1747024-BA.2,1000,371,1871,BA.2,BA.2,BA.2
1755711,1755711-XH,100,719,1350,XH,XH,XH
1755789,1755789-BA.2,1000,217,3897,BA.2,BA.2,BA.2
1755865,1755865-BA.2,1000,144,4388,BA.2,BA.2,BA.2
1755907,1755907-BA.2.9,100,323,2010,BA.2.9,BA.2.9,BA.2
1760779,1760779-BA.1.17.2,1000,351,3635,BA.1.17.2,BA.1.17.2,BA.1
1763489,1763489-BA.2,100,367,1882,BA.2,BA.2,BA.2
1763490,1763490-BA.2,100,792,1273,BA.2,BA.2,BA.2
1763616,1763616-BA.2.10,100,40,10480,BA.2.10,BA.2.10,BA.2
1770237,1770237-BA.2.3,100,848,1207,BA.2.3,BA.2.3,BA.2
1776423,1776423-BA.5.3,100,218,6425,BA.5.3,BA.5.3,BA.5
1782188,1782188-BA.2.3,100,848,1207,BA.2.3,BA.2.3,BA.2
1782355,1782355-BA.2,1000,941,1101,BA.2,BA.2,BA.2
1782375,1782375-BA.2.12,100,13,23767,BA.2.12,BA.2.12,BA.2.12
1791760,1791760-BA.2,1000,402,1819,BA.2,BA.2,BA.2
1791951,1791951-XH,100,719,1350,XH,XH,XH
1792108,1792108-BA.2.1,1000,253,2263,BA.2.1,BA.2.1,BA.2
1795513,1795513-BA.2,1000,243,3409,BA.2,BA.2,BA.2
1803976,1803976-BA.2,100,1,85576,BA.2,BA.2,BA.2
1804026,1804026-BA.2,100,561,1556,BA.2,BA.2,BA.2
1804170,1804170-BA.2.9,1000,561,1556,BA.2.9,BA.2.9,BA.2
1804351,1804351-BA.2,1000,530,1604,BA.2,BA.2,BA.2
1804475,1804475-BA.2.3.1,1000,87,4062,BA.2.3.1,BA.2.3.1,BA.2
1804527,1804527-BA.4,100,318,2562,BA.4,BA.4,BA.4
1812396,1812396-BA.2.9,1000,874,1184,BA.2.9,BA.2.9,BA.2
1818500,1818500-BA.2,1000,212,3579,BA.2,BA.2,BA.2
1819062,1819062-BA.2,100,367,1882,BA.2,BA.2,BA.2
1819411,1819411-BA.2.3.13,1000,258,2237,BA.2.3.13,BA.2.3.13,BA.2
1832885,1832885-BA.2.10,100,40,10480,BA.2.10,BA.2.10,BA.2
1837429,1837429-BA.2.3,100,842,1218,BA.2.3,BA.2.3,BA.2
1841836,1841836-BA.2,1000,138,4195,BA.2,BA.2,BA.2
1842050,1842050-BA.2.9,100,323,2010,BA.2.9,BA.2.9,BA.2
1850196,1850196-BA.2,1000,367,1882,BA.2,BA.2,BA.2
1850326,1850326-BA.2.29,1000,276,2160,BA.2.29,BA.2.29,BA.2
1859397,1859397-BA.2,1000,720,1350,BA.2,BA.2,BA.2
1860013,1860013-BA.1.1,100,637,1461,BA.1.1,BA.1.1,BA.1
1861550,1861550-BA.2,100,803,1262,BA.2,BA.2,BA.2
1866793,1866793-XE,1000,719,1350,XE,XE,XE
1867668,1867668-BA.2.23,1000,335,1965,BA.2.23,BA.2.23,BA.2
1875631,1875631-BA.2,100,934,1112,BA.2,BA.2,BA.2
1875914,1875914-BA.2.9,100,323,2010,BA.2.9,BA.2.9,BA.2
1875916,1875916-BA.2.9,100,323,2010,BA.2.9,BA.2.9,BA.2
1880933,1880933-BA.2,1000,260,2234,BA.2,BA.2,BA.2
1883104,1883104-BA.2,1000,103,4013,BA.2,BA.2,BA.2
1883397,1883397-BA.2.12,100,13,23767,BA.2.12,BA.2.12,BA.2.12
1888587,1888587-BA.2,100,934,1112,BA.2,BA.2,BA.2
1892924,1892924-BA.2.23,1000,369,1878,BA.2.23,BA.2.23,BA.2
1893488,1893488-BA.2.12.1,100,13,23767,BA.2.12.1,BA.2.12.1,BA.2.12
1901695,1901695-BA.2,1000,567,2435,BA.2,BA.2,BA.2
1903110,1903110-BA.1.1,100,637,1461,BA.1.1,BA.1.1,BA.1
1903205,1903205-BA.1.1,1000,637,1461,BA.1.1,BA.1.1,BA.1
1903363,1903363-BA.2,100,848,1207,BA.2,BA.2,BA.2
1907963,1907963-BA.2.3,100,842,1218,BA.2.3,BA.2.3,BA.2
1917457,1917457-BA.2,1000,230,2829,BA.2,BA.2,BA.2
1937487,1937487-BA.2.3,100,842,1218,BA.2.3,BA.2.3,BA.2
1951523,1951523-BA.2.3,100,842,1218,BA.2.3,BA.2.3,BA.2
1956710,1956710-BA.2,100,873,1185,BA.2,BA.2,BA.2
1964424,1964424-BA.2,100,899,1148,BA.2,BA.2,BA.2
1965136,1965136-BA.2.37,1000,829,1232,BA.2.37,BA.2.37,BA.2
1966356,1966356-BA.2,100,842,1218,BA.2,BA.2,BA.2
1984336,1984336-BA.2.8,1000,873,1185,BA.2.8,BA.2.8,BA.2
1989594,1989594-BA.2.18,100,899,1148,BA.2.18,BA.2.18,BA.2
1990376,1990376-BA.2,100,848,1207,BA.2,BA.2,BA.2
1990985,1990985-BA.2,100,848,1207,BA.2,BA.2,BA.2
1999747,1999747-BA.2,100,848,1207,BA.2,BA.2,BA.2
1999759,1999759-BA.2,100,848,1207,BA.2,BA.2,BA.2
2014023,2014023-BA.2.9,1000,323,2010,BA.2.9,BA.2.9,BA.2
2020209,2020209-BA.2.12.1,100,13,23767,BA.2.12.1,BA.2.12.1,BA.2.12
2030563,2030563-BA.2.24,100,518,2498,BA.2.24,BA.2.24,BA.2
2045778,2045778-BA.2,100,848,1207,BA.2,BA.2,BA.2
2051446,2051446-BA.2,1000,934,1112,BA.2,BA.2,BA.2
2074680,2074680-BA.2.12.1,1000,3,38983,BA.2.12.1,BA.2.12.1,BA.2.12
2078919,2078919-BA.2.18,1000,899,1148,BA.2.18,BA.2.18,BA.2
2093997,2093997-BA.2,1000,803,1262,BA.2,BA.2,BA.2
2104130,2104130-BA.2.12.1,100,792,1273,BA.2.12.1,BA.2.12.1,BA.2.12
2104532,2104532-BA.2,100,873,1185,BA.2,BA.2,BA.2
2111102,2111102-BA.2,100,848,1207,BA.2,BA.2,BA.2
2115296,2115296-BA.4,100,318,2562,BA.4,BA.4,BA.4
2117330,2117330-BA.5,100,218,6425,BA.5,BA.5,BA.5
2117537,2117537-BA.5.1,1000,9,37614,BA.5.1,BA.5.1,BA.5
2117848,2117848-BA.2.24,1000,518,2498,BA.2.24,BA.2.24,BA.2
2118245,2118245-BA.5.2,100,218,6425,BA.5.2,BA.5.2,BA.5
2118246,2118246-BA.5.2.20,100,218,6425,BA.5.2.20,BA.5.2.20,BA.5
2118462,2118462-BA.5.2,100,218,6425,BA.5.2,BA.5.2,BA.5
2118690,2118690-BA.2.12.1,100,808,2011,BA.2.12.1,BA.2.12.1,BA.2.12
2121094,2121094-BA.5.2,100,218,6425,BA.5.2,BA.5.2,BA.5
2121796,2121796-BA.2.12.1,1000,575,1532,BA.2.12.1,BA.2.12.1,BA.2.12
2125498,2125498-BA.2.12.1,1000,556,2352,BA.2.12.1,BA.2.12.1,BA.2.12
2132694,2132694-BA.2.12.1,1000,794,1272,BA.2.12.1,BA.2.12.1,BA.2.12
2137966,2137966-BA.4,100,378,1855,BA.4,BA.4,BA.4
2140565,2140565-BA.2,100,883,1169,BA.2,BA.2,BA.2
2147459,2147459-BA.2.18,100,760,1309,BA.2.18,BA.2.18,BA.2
2152594,2152594-BA.4,100,378,1855,BA.4,BA.4,BA.4
2164808,2164808-BA.4,1000,226,6048,BA.4,BA.4,BA.4
2166024,2166024-BA.2,100,883,1169,BA.2,BA.2,BA.2
2169879,2169879-BA.4.1,100,378,1855,BA.4.1,BA.4.1,BA.4
2170039,2170039-BA.4.1,1000,378,1855,BA.4.1,BA.4.1,BA.4
2171751,2171751-BA.2,1000,883,1169,BA.2,BA.2,BA.2
2176815,2176815-BA.2.12.1,100,13,23767,BA.2.12.1,BA.2.12.1,BA.2.12
2192298,2192298-BA.2.12.1,1000,255,2684,BA.2.12.1,BA.2.12.1,BA.2.12
2193290,2193290-BA.2,100,785,1279,BA.2,BA.2,BA.2
2195339,2195339-BA.5,100,343,4171,BA.5,BA.5,BA.5
2200634,2200634-BA.2.12.1,1000,163,2900,BA.2.12.1,BA.2.12.1,BA.2.12
2200869,2200869-BA.2.12.1,1000,295,2082,BA.2.12.1,BA.2.12.1,BA.2.12
2206411,2206411-BA.2.12.1,1000,808,2011,BA.2.12.1,BA.2.12.1,BA.2.12
2218316,2218316-BA.5.2.1,100,343,4171,BA.5.2.1,BA.5.2.1,BA.5
2237147,2237147-BA.5.5,1000,188,3461,BA.5.5,BA.5.5,BA.5
2240810,2240810-BA.2.12.1,100,427,1762,BA.2.12.1,BA.2.12.1,BA.2.12
2241182,2241182-BA.2.12.1,100,846,1209,BA.2.12.1,BA.2.12.1,BA.2.12
2242314,2242314-BA.5,100,470,1695,BA.5,BA.5,BA.5
